ShipMode,Segment,Country,City,StateName,PostalCode,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
"Standard Class",Corporate,"United States",Seattle,Washington,98103,West,Furniture,Furnishings,7.40,2,0.00,3.03
"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Chairs,366.79,7,0.10,65.21
"Standard Class",Consumer,"United States",Farmington,"New Mexico",87401,West,Furniture,Furnishings,545.85,9,0.00,114.63
"Second Class",Consumer,"United States",Louisville,Colorado,80027,West,Furniture,Tables,145.98,2,0.50,-99.27
"Standard Class",Consumer,"United States",Tampa,Florida,33614,South,Furniture,Furnishings,7.90,2,0.20,2.17
"Standard Class",Consumer,"United States",Passaic,"New Jersey",7055,East,Furniture,Tables,174.29,2,0.30,-19.92
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,492.84,5,0.30,-14.08
"Standard Class",Consumer,"United States",Fayetteville,"North Carolina",28314,South,Furniture,Furnishings,14.27,8,0.20,4.28
"Standard Class",Consumer,"United States",Fayetteville,"North Carolina",28314,South,Furniture,Bookcases,451.14,4,0.20,-67.67
"First Class",Consumer,"United States","Los Angeles",California,90032,West,Furniture,Chairs,217.58,2,0.20,-29.92
"Second Class",Corporate,"United States","Los Angeles",California,90036,West,Furniture,Tables,1322.35,3,0.20,-99.18
"Standard Class","Home Office","United States",Seattle,Washington,98105,West,Furniture,Tables,1137.75,5,0.00,250.31
"Second Class",Consumer,"United States",Houston,Texas,77095,Central,Furniture,Tables,300.93,5,0.30,-34.39
"Standard Class",Consumer,"United States",Mishawaka,Indiana,46544,Central,Furniture,Chairs,647.84,8,0.00,32.39
"Second Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Furnishings,77.92,8,0.00,34.28
"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,Furniture,Chairs,47.99,2,0.30,-2.06
"Standard Class",Corporate,"United States",Westfield,"New Jersey",7090,East,Furniture,Furnishings,129.93,3,0.00,12.99
"Second Class",Consumer,"United States",Cleveland,Ohio,44105,East,Furniture,Chairs,181.99,2,0.30,-54.60
"Same Day",Corporate,"United States","San Francisco",California,94122,West,Furniture,Chairs,1348.70,6,0.20,-219.16
"Same Day",Corporate,"United States","San Francisco",California,94122,West,Furniture,Chairs,700.15,3,0.20,78.77
"Standard Class",Corporate,"United States",Scottsdale,Arizona,85254,West,Furniture,Furnishings,111.89,7,0.20,22.38
"Standard Class","Home Office","United States",Malden,Massachusetts,2148,East,Furniture,Bookcases,173.94,3,0.00,13.92
"Standard Class",Consumer,"United States","San Jose",California,95123,West,Furniture,Bookcases,102.83,1,0.15,-6.05
"Standard Class",Consumer,"United States",Henderson,Kentucky,42420,South,Furniture,Furnishings,821.88,6,0.00,213.69
"Standard Class",Corporate,"United States",Houston,Texas,77070,Central,Furniture,Furnishings,51.71,8,0.60,-32.32
"Standard Class",Consumer,"United States",Orem,Utah,84057,West,Furniture,Bookcases,1406.86,7,0.00,140.69
"Second Class",Consumer,"United States",Bellingham,Washington,98226,West,Furniture,Tables,2665.62,9,0.00,239.91
"Standard Class","Home Office","United States",Lafayette,Indiana,47905,Central,Furniture,Furnishings,526.45,5,0.00,31.59
"Standard Class","Home Office","United States",Alexandria,Virginia,22304,South,Furniture,Furnishings,62.82,3,0.00,30.78
"Standard Class","Home Office","United States",Alexandria,Virginia,22304,South,Furniture,Furnishings,12.42,3,0.00,4.47
"Standard Class",Consumer,"United States","New York City","New York",10024,East,Furniture,Furnishings,22.23,1,0.00,9.78
"Standard Class",Consumer,"United States",Wheeling,Illinois,60090,Central,Furniture,Furnishings,14.14,2,0.60,-7.77
"Standard Class",Consumer,"United States",Wheeling,Illinois,60090,Central,Furniture,Tables,601.47,3,0.50,-300.74
"Same Day",Consumer,"United States","New York City","New York",10035,East,Furniture,Bookcases,136.78,1,0.20,5.13
"Same Day",Consumer,"United States","New York City","New York",10035,East,Furniture,Furnishings,61.12,4,0.00,20.78
"Standard Class",Corporate,"United States",Arlington,Texas,76017,Central,Furniture,Tables,1218.74,5,0.30,-121.87
"Standard Class",Corporate,"United States",Arlington,Texas,76017,Central,Furniture,Furnishings,6.10,3,0.60,-3.96
"Standard Class",Corporate,"United States","Los Angeles",California,90045,West,Furniture,Chairs,41.57,2,0.20,2.60
"Standard Class",Corporate,"United States","Los Angeles",California,90049,West,Furniture,Chairs,230.28,3,0.20,23.03
"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,Furniture,Furnishings,39.96,2,0.00,17.18
"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,Furniture,Chairs,42.62,2,0.20,4.26
"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,Furniture,Chairs,220.96,1,0.20,24.86
"Second Class",Corporate,"United States",Fayetteville,"North Carolina",28314,South,Furniture,Furnishings,4.93,2,0.20,0.74
"Standard Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Chairs,858.24,4,0.10,143.04
"Second Class","Home Office","United States",Raleigh,"North Carolina",27604,South,Furniture,Furnishings,18.62,8,0.20,6.29
"Second Class",Consumer,"United States",Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,57.69,3,0.00,23.65
"Second Class",Consumer,"United States",Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,821.88,6,0.00,213.69
"Standard Class",Corporate,"United States",Hesperia,California,92345,West,Furniture,Bookcases,424.96,5,0.15,20.00
"Second Class",Corporate,"United States",Provo,Utah,84604,West,Furniture,Bookcases,1292.94,3,0.00,77.58
"Standard Class",Corporate,"United States",Gilbert,Arizona,85234,West,Furniture,Chairs,883.84,4,0.20,99.43
"First Class",Consumer,"United States",Memphis,Tennessee,38109,South,Furniture,Tables,370.62,3,0.40,-142.07
"Standard Class","Home Office","United States","Los Angeles",California,90045,West,Furniture,Chairs,40.78,1,0.20,4.59
"Second Class",Corporate,"United States",Lowell,Massachusetts,1852,East,Furniture,Chairs,785.88,6,0.00,212.19
"Standard Class",Corporate,"United States",Seattle,Washington,98115,West,Furniture,Furnishings,109.90,5,0.00,37.37
"Standard Class",Consumer,"United States",Hialeah,Florida,33012,South,Furniture,Furnishings,15.38,1,0.20,4.04
"Standard Class","Home Office","United States",Jacksonville,Florida,32216,South,Furniture,Furnishings,30.77,2,0.20,8.08
"Standard Class","Home Office","United States",Jacksonville,Florida,32216,South,Furniture,Furnishings,122.35,3,0.20,15.29
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,Furniture,Furnishings,227.36,7,0.00,81.85
"First Class",Corporate,"United States",Lakewood,Ohio,44107,East,Furniture,Furnishings,45.89,4,0.20,9.18
"Second Class",Consumer,"United States",Houston,Texas,77095,Central,Furniture,Furnishings,23.98,3,0.60,-14.39
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Tables,350.35,4,0.40,-140.14
"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,Furniture,Furnishings,107.53,1,0.00,21.51
"Standard Class",Consumer,"United States",Newark,Delaware,19711,East,Furniture,Bookcases,299.97,3,0.00,56.99
"Standard Class",Consumer,"United States","San Diego",California,92037,West,Furniture,Furnishings,35.34,2,0.00,13.43
"Second Class",Corporate,"United States","San Francisco",California,94122,West,Furniture,Furnishings,257.64,6,0.00,100.48
"Standard Class",Consumer,"United States",Franklin,Massachusetts,2038,East,Furniture,Tables,700.06,3,0.30,-130.01
"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,Furniture,Chairs,585.55,3,0.20,73.19
"Standard Class",Consumer,"United States","Los Angeles",California,90008,West,Furniture,Chairs,225.30,2,0.20,22.53
"Standard Class","Home Office","United States",Columbus,Georgia,31907,South,Furniture,Furnishings,76.92,4,0.00,31.54
"First Class",Consumer,"United States","Fort Lauderdale",Florida,33311,South,Furniture,Furnishings,19.10,3,0.20,5.73
"Second Class",Consumer,"United States",Bakersfield,California,93309,West,Furniture,Bookcases,195.47,2,0.15,-13.80
"Standard Class",Corporate,"United States","Pompano Beach",Florida,33068,South,Furniture,Furnishings,23.68,8,0.20,6.22
"First Class","Home Office","United States","Los Angeles",California,90036,West,Furniture,Chairs,601.54,4,0.20,0.00
"Standard Class",Corporate,"United States","Corpus Christi",Texas,78415,Central,Furniture,Furnishings,58.36,5,0.60,-24.80
"Standard Class",Corporate,"United States","Corpus Christi",Texas,78415,Central,Furniture,Furnishings,39.96,5,0.60,-23.98
"Standard Class",Corporate,"United States","Redondo Beach",California,90278,West,Furniture,Bookcases,308.50,3,0.15,-18.15
"Standard Class",Consumer,"United States","Las Cruces","New Mexico",88001,West,Furniture,Furnishings,41.37,3,0.00,17.38
"Standard Class",Consumer,"United States","El Paso",Texas,79907,Central,Furniture,Chairs,47.52,2,0.30,-2.04
"Second Class",Consumer,"United States",Seattle,Washington,98115,West,Furniture,Bookcases,704.90,5,0.00,56.39
"Second Class",Consumer,"United States",Seattle,Washington,98115,West,Furniture,Chairs,561.57,2,0.20,28.08
"Second Class","Home Office","United States",Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,185.58,6,0.00,76.09
"Second Class","Home Office","United States",Milwaukee,Wisconsin,53209,Central,Furniture,Tables,214.11,3,0.00,36.40
"Second Class","Home Office","United States",Milwaukee,Wisconsin,53209,Central,Furniture,Tables,653.55,3,0.00,111.10
"Standard Class","Home Office","United States",Franklin,Massachusetts,2038,East,Furniture,Chairs,60.74,1,0.00,15.19
"Standard Class","Home Office","United States",Franklin,Massachusetts,2038,East,Furniture,Furnishings,124.36,2,0.00,27.36
"First Class",Consumer,"United States",Encinitas,California,92024,West,Furniture,Tables,298.78,3,0.20,7.47
"Standard Class","Home Office","United States",Houston,Texas,77041,Central,Furniture,Bookcases,300.53,2,0.32,-97.23
"Standard Class","Home Office","United States",Chesapeake,Virginia,23320,South,Furniture,Chairs,1139.92,4,0.00,284.98
"Standard Class",Corporate,"United States",Woodstock,Illinois,60098,Central,Furniture,Chairs,845.49,8,0.30,-12.08
"Standard Class",Corporate,"United States",Roswell,Georgia,30076,South,Furniture,Furnishings,56.28,6,0.00,15.76
"Second Class",Consumer,"United States",Oceanside,"New York",11572,East,Furniture,Furnishings,14.98,1,0.00,6.89
"Second Class",Consumer,"United States",Oceanside,"New York",11572,East,Furniture,Furnishings,20.32,4,0.00,6.91
"First Class",Corporate,"United States","San Diego",California,92037,West,Furniture,Chairs,1603.14,4,0.20,100.20
"Second Class",Consumer,"United States",Fayetteville,"North Carolina",28314,South,Furniture,Chairs,225.30,2,0.20,22.53
"Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,Furniture,Bookcases,1628.82,9,0.00,374.63
"Standard Class",Consumer,"United States","Saint Petersburg",Florida,33710,South,Furniture,Furnishings,17.09,2,0.20,1.07
"Standard Class",Corporate,"United States",Tucson,Arizona,85705,West,Furniture,Chairs,314.35,3,0.20,-35.36
"Second Class",Consumer,"United States","San Diego",California,92037,West,Furniture,Chairs,153.57,2,0.20,-5.76
"Second Class",Consumer,"United States","San Diego",California,92037,West,Furniture,Chairs,1013.49,7,0.20,76.01
"Second Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Furnishings,6.96,4,0.00,2.23
"Standard Class",Consumer,"United States",Tempe,Arizona,85281,West,Furniture,Chairs,307.92,5,0.20,-34.64
"Second Class",Consumer,"United States","Lake Charles",Louisiana,70601,South,Furniture,Chairs,51.96,2,0.00,12.99
"Standard Class",Corporate,"United States",Rochester,"New York",14609,East,Furniture,Furnishings,69.08,11,0.00,29.01
"Standard Class",Consumer,"United States",Houston,Texas,77036,Central,Furniture,Chairs,408.42,2,0.30,-5.83
"Standard Class",Corporate,"United States","Highland Park",Illinois,60035,Central,Furniture,Chairs,539.66,3,0.30,-7.71
"Same Day",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,14.37,2,0.20,3.95
"Same Day",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,70.45,7,0.20,12.33
"First Class",Consumer,"United States",Watertown,"New York",13601,East,Furniture,Furnishings,70.71,1,0.00,4.95
"Second Class",Consumer,"United States",Columbus,Georgia,31907,South,Furniture,Furnishings,18.84,3,0.00,7.91
"Standard Class","Home Office","United States",Saginaw,Michigan,48601,Central,Furniture,Furnishings,19.76,4,0.00,8.30
"Same Day",Consumer,"United States","San Francisco",California,94109,West,Furniture,Chairs,144.78,1,0.20,10.86
"Standard Class",Corporate,"United States",Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,90.99,1,0.00,14.56
"Standard Class",Corporate,"United States",Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1526.56,7,0.00,427.44
"Standard Class",Corporate,"United States",Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,368.97,3,0.00,40.59
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,Furniture,Furnishings,18.70,1,0.00,7.11
"First Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Furnishings,38.29,7,0.00,16.46
"Standard Class","Home Office","United States","San Diego",California,92024,West,Furniture,Furnishings,26.25,3,0.00,11.03
"Same Day","Home Office","United States",Glendale,Arizona,85301,West,Furniture,Chairs,113.89,2,0.20,9.97
"Same Day","Home Office","United States",Glendale,Arizona,85301,West,Furniture,Furnishings,113.57,2,0.20,-5.68
"Standard Class","Home Office","United States",Watertown,"New York",13601,East,Furniture,Chairs,191.65,3,0.10,31.94
"Second Class",Corporate,"United States",Oceanside,California,92054,West,Furniture,Chairs,81.57,2,0.20,9.18
"Second Class",Corporate,"United States",Oceanside,California,92054,West,Furniture,Chairs,97.18,2,0.20,6.07
"Second Class",Corporate,"United States",Oceanside,California,92054,West,Furniture,Furnishings,18.96,2,0.00,7.58
"Standard Class",Consumer,"United States",Skokie,Illinois,60076,Central,Furniture,Furnishings,32.95,6,0.60,-19.77
"Second Class",Consumer,"United States",Fayetteville,"North Carolina",28314,South,Furniture,Furnishings,28.27,2,0.20,6.36
"Standard Class",Consumer,"United States",Allen,Texas,75002,Central,Furniture,Tables,244.01,2,0.30,-31.37
"Same Day",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,188.55,7,0.30,-2.69
"Second Class",Consumer,"United States","Mount Pleasant","South Carolina",29464,South,Furniture,Chairs,545.94,6,0.00,87.35
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,43.30,2,0.20,4.33
"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,Furniture,Chairs,123.14,4,0.20,13.85
"Second Class",Consumer,"United States",Springfield,Oregon,97477,West,Furniture,Tables,275.49,1,0.50,-170.80
"Standard Class","Home Office","United States",Columbus,Georgia,31907,South,Furniture,Furnishings,24.96,4,0.00,6.24
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,3.98,1,0.20,0.65
"First Class",Consumer,"United States",Murray,Kentucky,42071,South,Furniture,Furnishings,191.82,3,0.00,74.81
"Standard Class","Home Office","United States","New York City","New York",10035,East,Furniture,Tables,344.22,2,0.40,-103.27
"Standard Class","Home Office","United States",Pharr,Texas,78577,Central,Furniture,Furnishings,22.61,3,0.60,-10.17
"Standard Class",Consumer,"United States","West Jordan",Utah,84084,West,Furniture,Furnishings,66.69,3,0.00,22.01
"Standard Class",Consumer,"United States",Brownsville,Texas,78521,Central,Furniture,Bookcases,327.73,2,0.32,-14.46
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,254.35,3,0.20,0.00
"Standard Class",Consumer,"United States",Chesapeake,Virginia,23320,South,Furniture,Chairs,504.90,5,0.00,80.78
"Standard Class",Corporate,"United States","Lincoln Park",Michigan,48146,Central,Furniture,Bookcases,194.32,4,0.00,31.09
"Standard Class",Consumer,"United States",Gresham,Oregon,97030,West,Furniture,Chairs,195.14,4,0.20,-12.20
"Standard Class",Consumer,"United States",Monroe,Louisiana,71203,South,Furniture,Furnishings,29.16,2,0.00,10.79
"Standard Class",Corporate,"United States",Pasadena,California,91104,West,Furniture,Tables,171.29,3,0.20,-6.42
"Standard Class",Consumer,"United States",Chattanooga,Tennessee,37421,South,Furniture,Furnishings,16.72,5,0.20,3.34
"Same Day","Home Office","United States","Long Beach",California,90805,West,Furniture,Chairs,2054.27,8,0.20,256.78
"First Class","Home Office","United States",Columbus,Georgia,31907,South,Furniture,Tables,411.80,2,0.00,70.01
"Standard Class","Home Office","United States",Meridian,Idaho,83642,West,Furniture,Furnishings,41.96,2,0.00,2.94
"Second Class",Corporate,"United States","San Francisco",California,94110,West,Furniture,Furnishings,30.56,2,0.00,10.39
"Second Class",Corporate,"United States","San Francisco",California,94110,West,Furniture,Tables,24.37,2,0.20,-3.35
"Standard Class",Corporate,"United States",Newark,Delaware,19711,East,Furniture,Furnishings,124.41,3,0.00,14.93
"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,Furniture,Bookcases,120.67,2,0.15,18.45
"Standard Class","Home Office","United States",Dallas,Texas,75217,Central,Furniture,Furnishings,16.74,5,0.60,-14.23
"Standard Class","Home Office","United States",Dallas,Texas,75217,Central,Furniture,Chairs,981.37,2,0.30,-140.20
"Standard Class",Consumer,"United States",Houston,Texas,77070,Central,Furniture,Furnishings,3.98,2,0.60,-2.69
"Second Class","Home Office","United States",Henderson,Kentucky,42420,South,Furniture,Furnishings,61.00,5,0.00,25.62
"Standard Class",Corporate,"United States","Fort Worth",Texas,76106,Central,Furniture,Bookcases,220.27,4,0.32,-42.11
"Standard Class",Consumer,"United States","New York City","New York",10024,East,Furniture,Bookcases,242.35,3,0.20,9.09
"Second Class",Corporate,"United States",Providence,"Rhode Island",2908,East,Furniture,Bookcases,220.98,1,0.00,50.83
"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,Furniture,Chairs,532.70,6,0.20,-39.95
"First Class",Corporate,"United States",Lakeland,Florida,33801,South,Furniture,Chairs,1123.92,5,0.20,-182.64
"First Class",Corporate,"United States",Lakeland,Florida,33801,South,Furniture,Furnishings,48.67,3,0.20,7.30
"First Class","Home Office","United States","Los Angeles",California,90049,West,Furniture,Furnishings,44.46,2,0.00,14.67
"First Class","Home Office","United States","Los Angeles",California,90049,West,Furniture,Chairs,241.57,2,0.20,18.12
"First Class",Corporate,"United States",Oceanside,"New York",11572,East,Furniture,Furnishings,13.28,2,0.00,6.37
"Standard Class","Home Office","United States",Dallas,Texas,75081,Central,Furniture,Furnishings,22.85,3,0.60,-17.71
"Standard Class",Corporate,"United States",Austin,Texas,78745,Central,Furniture,Chairs,347.80,7,0.30,-24.84
"Second Class",Corporate,"United States",Seattle,Washington,98105,West,Furniture,Chairs,963.14,4,0.20,108.35
"First Class",Consumer,"United States",Newark,Ohio,43055,East,Furniture,Furnishings,262.86,7,0.20,69.00
"Standard Class",Corporate,"United States","New York City","New York",10009,East,Furniture,Tables,284.36,2,0.40,-75.83
"First Class",Consumer,"United States",Lansing,Michigan,48911,Central,Furniture,Furnishings,67.00,5,0.00,32.16
"Standard Class",Corporate,"United States",Tallahassee,Florida,32303,South,Furniture,Chairs,390.27,8,0.20,-24.39
"Standard Class",Consumer,"United States",Chicago,Illinois,60623,Central,Furniture,Chairs,528.43,5,0.30,0.00
"Standard Class",Consumer,"United States","Fort Collins",Colorado,80525,West,Furniture,Bookcases,180.59,2,0.70,-240.78
"Standard Class",Corporate,"United States","New York City","New York",10011,East,Furniture,Furnishings,20.94,3,0.00,6.07
"Standard Class",Corporate,"United States","New York City","New York",10011,East,Furniture,Furnishings,58.68,2,0.00,18.19
"Second Class",Consumer,"United States",Akron,Ohio,44312,East,Furniture,Furnishings,149.23,3,0.20,3.73
"Standard Class",Consumer,"United States","San Diego",California,92037,West,Furniture,Furnishings,39.88,2,0.00,11.17
"Standard Class",Consumer,"United States","San Diego",California,92037,West,Furniture,Furnishings,53.20,5,0.00,14.90
"Second Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Furnishings,114.90,5,0.00,39.07
"Same Day",Consumer,"United States",Fairfield,Connecticut,6824,East,Furniture,Tables,181.80,1,0.30,-15.58
"Standard Class",Corporate,"United States",Houston,Texas,77095,Central,Furniture,Chairs,318.43,5,0.30,-77.33
"Standard Class",Corporate,"United States",Houston,Texas,77095,Central,Furniture,Furnishings,7.07,3,0.60,-2.83
"Standard Class",Consumer,"United States","Grand Prairie",Texas,75051,Central,Furniture,Chairs,317.06,3,0.30,-18.12
"Standard Class","Home Office","United States",Seattle,Washington,98103,West,Furniture,Chairs,113.89,2,0.20,9.97
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,60.31,3,0.20,5.28
"Second Class",Corporate,"United States",Franklin,Tennessee,37064,South,Furniture,Tables,79.97,3,0.40,-29.32
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,Furniture,Chairs,203.92,5,0.20,22.94
"Standard Class",Corporate,"United States","New York City","New York",10035,East,Furniture,Furnishings,15.24,3,0.00,5.18
"Standard Class",Consumer,"United States","San Diego",California,92024,West,Furniture,Furnishings,3.48,2,0.00,1.11
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,60.31,3,0.20,5.28
"Second Class",Corporate,"United States",Gulfport,Mississippi,39503,South,Furniture,Furnishings,86.45,7,0.00,38.04
"Standard Class",Consumer,"United States","San Diego",California,92037,West,Furniture,Chairs,603.92,5,0.20,45.29
"Standard Class",Consumer,"United States",Oceanside,"New York",11572,East,Furniture,Chairs,271.76,2,0.10,48.31
"Second Class",Corporate,"United States","Round Rock",Texas,78664,Central,Furniture,Furnishings,341.96,5,0.60,-427.45
"Standard Class",Consumer,"United States",Columbia,Tennessee,38401,South,Furniture,Chairs,662.88,3,0.20,74.57
"Standard Class","Home Office","United States","New York City","New York",10009,East,Furniture,Furnishings,128.82,3,0.00,50.24
"Standard Class","Home Office","United States",Chicago,Illinois,60653,Central,Furniture,Furnishings,2.03,1,0.60,-1.32
"First Class",Consumer,"United States",Oakland,California,94601,West,Furniture,Furnishings,129.92,4,0.00,10.39
"First Class",Consumer,"United States",Oakland,California,94601,West,Furniture,Tables,568.73,3,0.20,28.44
"Second Class",Consumer,"United States",Quincy,Massachusetts,2169,East,Furniture,Tables,244.62,1,0.30,20.97
"Standard Class",Corporate,"United States","San Diego",California,92037,West,Furniture,Bookcases,436.00,3,0.15,20.52
"Standard Class",Corporate,"United States",Bristol,Connecticut,6010,East,Furniture,Tables,70.56,1,0.30,-4.03
"Second Class","Home Office","United States","New York City","New York",10024,East,Furniture,Furnishings,35.28,3,0.00,12.00
"Second Class",Corporate,"United States",Houston,Texas,77036,Central,Furniture,Furnishings,9.55,3,0.60,-3.82
"First Class",Consumer,"United States","Mission Viejo",California,92691,West,Furniture,Bookcases,290.67,2,0.15,3.42
"Standard Class",Consumer,"United States","Las Vegas",Nevada,89115,West,Furniture,Bookcases,141.96,2,0.00,41.17
"Standard Class",Consumer,"United States",Hempstead,"New York",11550,East,Furniture,Furnishings,28.44,3,0.00,11.38
"Standard Class",Consumer,"United States",Hempstead,"New York",11550,East,Furniture,Chairs,364.41,5,0.10,8.10
"Standard Class",Consumer,"United States",Hempstead,"New York",11550,East,Furniture,Chairs,361.76,2,0.10,68.33
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,24.05,9,0.20,7.21
"Second Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Chairs,384.17,7,0.10,29.88
"Standard Class","Home Office","United States",Charlotte,"North Carolina",28205,South,Furniture,Tables,154.76,3,0.40,-36.11
"First Class",Corporate,"United States","Tinley Park",Illinois,60477,Central,Furniture,Furnishings,22.29,7,0.60,-8.92
"Standard Class",Consumer,"United States",Houston,Texas,77095,Central,Furniture,Furnishings,65.42,4,0.60,-52.34
"Standard Class","Home Office","United States",Columbus,Ohio,43229,East,Furniture,Chairs,281.37,2,0.30,-12.06
"Standard Class","Home Office","United States",Columbus,Ohio,43229,East,Furniture,Chairs,281.37,2,0.30,-12.06
"Standard Class","Home Office","United States",Columbus,Ohio,43229,East,Furniture,Furnishings,22.34,4,0.20,7.82
"Standard Class","Home Office","United States","New York City","New York",10024,East,Furniture,Chairs,271.76,2,0.10,60.39
"Standard Class","Home Office","United States",Dubuque,Iowa,52001,Central,Furniture,Chairs,1408.10,10,0.00,394.27
"Second Class","Home Office","United States",Lancaster,Ohio,43130,East,Furniture,Tables,215.15,2,0.40,-103.99
"First Class",Consumer,"United States",Inglewood,California,90301,West,Furniture,Furnishings,128.90,2,0.00,15.47
"First Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,24.29,3,0.60,-12.75
"Same Day",Consumer,"United States",Dallas,Texas,75217,Central,Furniture,Furnishings,16.19,2,0.60,-8.50
"Same Day",Consumer,"United States",Dallas,Texas,75217,Central,Furniture,Tables,251.01,2,0.30,-68.13
"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,22.51,3,0.20,2.25
"Standard Class",Corporate,"United States",Revere,Massachusetts,2151,East,Furniture,Bookcases,361.96,2,0.00,83.25
"Standard Class",Consumer,"United States",Jackson,Mississippi,39212,South,Furniture,Furnishings,133.38,6,0.00,58.69
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Furnishings,16.74,2,0.00,4.35
"Standard Class",Consumer,"United States","Dearborn Heights",Michigan,48127,Central,Furniture,Chairs,180.98,1,0.00,47.05
"Standard Class",Corporate,"United States","San Francisco",California,94110,West,Furniture,Tables,1421.66,6,0.20,-195.48
"First Class",Consumer,"United States",Mobile,Alabama,36608,South,Furniture,Furnishings,8.96,2,0.00,2.78
"First Class",Corporate,"United States",Springfield,Virginia,22153,South,Furniture,Furnishings,29.12,4,0.00,12.52
"First Class",Corporate,"United States",Springfield,Virginia,22153,South,Furniture,Tables,1202.94,3,0.00,300.74
"Standard Class",Consumer,"United States","Carol Stream",Illinois,60188,Central,Furniture,Chairs,408.42,2,0.30,-5.83
"Standard Class",Consumer,"United States","Carol Stream",Illinois,60188,Central,Furniture,Chairs,382.12,6,0.30,-92.80
"Standard Class",Corporate,"United States","Saint Cloud",Minnesota,56301,Central,Furniture,Chairs,603.92,4,0.00,181.18
"Standard Class","Home Office","United States","Los Angeles",California,90036,West,Furniture,Tables,513.02,2,0.20,12.83
"Standard Class",Consumer,"United States",Plano,Texas,75023,Central,Furniture,Bookcases,193.07,4,0.32,-19.87
"First Class",Corporate,"United States",Chicago,Illinois,60653,Central,Furniture,Bookcases,825.17,9,0.30,-117.88
"First Class","Home Office","United States",Aurora,Illinois,60505,Central,Furniture,Tables,796.43,7,0.50,-525.64
"First Class",Consumer,"United States",Columbus,Ohio,43229,East,Furniture,Furnishings,5.35,3,0.20,1.61
"First Class",Consumer,"United States",Columbus,Ohio,43229,East,Furniture,Chairs,99.37,2,0.30,-7.10
"First Class","Home Office","United States",Richmond,Kentucky,40475,South,Furniture,Chairs,33.94,1,0.00,9.16
"Second Class","Home Office","United States",Chicago,Illinois,60653,Central,Furniture,Chairs,844.12,6,0.30,-36.18
"Second Class","Home Office","United States",Dallas,Texas,75220,Central,Furniture,Furnishings,15.01,4,0.60,-12.01
"Standard Class",Consumer,"United States",Jackson,Mississippi,39212,South,Furniture,Tables,2430.08,8,0.00,388.81
"Standard Class",Corporate,"United States",Jackson,Michigan,49201,Central,Furniture,Tables,801.96,2,0.00,200.49
"Standard Class",Corporate,"United States",Jackson,Michigan,49201,Central,Furniture,Chairs,191.96,2,0.00,32.63
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,17.47,3,0.20,5.02
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,657.93,5,0.30,-93.99
