ShipMode,Segment,Country,City,StateName,PostalCode,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
"First Class",Corporate,"United States",Greensboro,"North Carolina",27405,South,Technology,Phones,1359.96,5,0.20,119.00
"Same Day",Consumer,"United States",Jacksonville,Florida,32216,South,Technology,Phones,823.96,5,0.20,51.50
"Standard Class",Corporate,"United States",Detroit,Michigan,48234,Central,Furniture,Chairs,476.80,2,0.00,119.20
"Standard Class",Consumer,"United States","North Las Vegas",Nevada,89031,West,Technology,Phones,911.98,2,0.20,114.00
"Standard Class",Consumer,"United States","North Las Vegas",Nevada,89031,West,Technology,Accessories,170.97,3,0.00,70.10
"Second Class",Consumer,"United States","San Antonio",Texas,78207,Central,Technology,Phones,823.96,5,0.20,51.50
"Same Day",Consumer,"United States",Thornton,Colorado,80229,West,Technology,Accessories,447.94,7,0.20,89.59
"Second Class",Consumer,"United States",Lawrence,Indiana,46226,Central,Technology,Accessories,155.34,6,0.00,55.92
"Second Class",Consumer,"United States","San Diego",California,92105,West,Technology,Accessories,148.32,9,0.00,63.78
"Standard Class",Consumer,"United States",Roswell,Georgia,30076,South,Technology,Phones,239.97,3,0.00,67.19
"Standard Class",Consumer,"United States",Roswell,Georgia,30076,South,"Office Supplies",Storage,356.94,2,0.00,107.08
"Standard Class",Corporate,"United States","Los Angeles",California,90036,West,Technology,Accessories,559.92,8,0.00,190.37
"Second Class","Home Office","United States","Los Angeles",California,90045,West,"Office Supplies",Storage,270.34,14,0.00,75.70
"First Class",Consumer,"United States",Pearland,Texas,77581,Central,Technology,Phones,470.38,3,0.20,52.92
"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Furnishings,414.00,8,0.00,124.20
"Standard Class",Consumer,"United States",Kenosha,Wisconsin,53142,Central,Furniture,Bookcases,512.94,3,0.00,97.46
"Standard Class",Consumer,"United States",Kenosha,Wisconsin,53142,Central,Furniture,Chairs,860.93,7,0.00,189.40
"Standard Class",Consumer,"United States",Kenosha,Wisconsin,53142,Central,Furniture,Furnishings,373.08,6,0.00,82.08
"Standard Class","Home Office","United States",Seattle,Washington,98115,West,Technology,Accessories,345.00,5,0.00,58.65
"Standard Class",Consumer,"United States","Los Angeles",California,90036,West,Furniture,Furnishings,474.43,11,0.00,199.26
"Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Appliances,542.94,3,0.00,152.02
"Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Paper,193.80,5,0.00,94.96
"Standard Class",Consumer,"United States",Lafayette,Louisiana,70506,South,Furniture,Chairs,232.88,4,0.00,60.55
"Standard Class","Home Office","United States",Covington,Washington,98042,West,"Office Supplies",Appliances,236.88,6,0.00,66.33
"Same Day",Corporate,"United States",Lorain,Ohio,44052,East,Technology,Accessories,383.95,6,0.20,76.79
"Standard Class",Corporate,"United States","San Francisco",California,94110,West,"Office Supplies",Labels,274.77,9,0.00,126.39
"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Furnishings,204.85,5,0.00,57.36
"First Class",Corporate,"United States","New York City","New York",10035,East,Technology,Accessories,599.90,10,0.00,191.97
"Standard Class",Corporate,"United States",Charlotte,"North Carolina",28205,South,Technology,Phones,978.84,9,0.20,110.12
"Standard Class",Consumer,"United States",Miramar,Florida,33023,South,Furniture,Furnishings,220.06,4,0.20,55.02
"Second Class",Corporate,"United States",Omaha,Nebraska,68104,Central,"Office Supplies",Paper,116.28,3,0.00,56.98
"Standard Class",Consumer,"United States",Jonesboro,Arkansas,72401,South,Furniture,Bookcases,638.82,9,0.00,172.48
"Standard Class",Consumer,"United States",Florence,Kentucky,41042,South,Technology,Phones,587.97,3,0.00,170.51
"Standard Class",Consumer,"United States","Los Angeles",California,90036,West,"Office Supplies",Storage,454.86,7,0.00,54.58
"Standard Class",Consumer,"United States",Chesapeake,Virginia,23320,South,Technology,Machines,209.97,3,0.00,90.29
"Standard Class",Consumer,"United States",Freeport,"New York",11520,East,Furniture,Furnishings,322.59,3,0.00,64.52
"Standard Class",Consumer,"United States","New York City","New York",10035,East,Technology,Phones,539.97,3,0.00,134.99
"Standard Class",Corporate,"United States",Columbia,"South Carolina",29203,South,Technology,Phones,629.95,5,0.00,163.79
"Standard Class",Corporate,"United States",Columbia,"South Carolina",29203,South,"Office Supplies",Paper,122.97,3,0.00,60.26
"Standard Class","Home Office","United States","New York City","New York",10035,East,Technology,Accessories,319.96,4,0.00,115.19
"Standard Class",Corporate,"United States",Boise,Idaho,83704,West,Furniture,Tables,696.42,2,0.00,160.18
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Appliances,394.82,4,0.20,93.77
"Same Day","Home Office","United States","New York City","New York",10024,East,"Office Supplies",Paper,184.66,7,0.00,84.94
"Standard Class",Consumer,"United States",Mishawaka,Indiana,46544,Central,"Office Supplies",Binders,128.40,3,0.00,64.20
"First Class",Corporate,"United States","San Francisco",California,94110,West,Furniture,Bookcases,482.66,8,0.15,85.18
"Second Class",Consumer,"United States",Seattle,Washington,98103,West,Technology,Machines,385.80,5,0.20,130.21
"Standard Class",Corporate,"United States","Grand Rapids",Michigan,49505,Central,"Office Supplies",Paper,209.70,2,0.00,100.66
"Second Class",Consumer,"United States",Fairfield,Connecticut,6824,East,Furniture,Chairs,751.92,4,0.00,150.38
"Same Day",Corporate,"United States","New York City","New York",10011,East,Furniture,Chairs,887.10,7,0.10,177.42
"Second Class",Consumer,"United States",Seattle,Washington,98115,West,Furniture,Tables,871.40,4,0.00,148.14
"Standard Class",Corporate,"United States",Jackson,Tennessee,38301,South,Furniture,Furnishings,692.47,11,0.20,190.43
"Second Class",Corporate,"United States",Baltimore,Maryland,21215,East,Furniture,Furnishings,207.76,4,0.00,85.18
"Standard Class","Home Office","United States",Seattle,Washington,98105,West,"Office Supplies",Storage,323.10,2,0.00,61.39
"Second Class",Corporate,"United States","Port Arthur",Texas,77642,Central,Technology,Copiers,439.99,1,0.20,165.00
"Second Class","Home Office","United States","Los Angeles",California,90004,West,"Office Supplies",Appliances,189.00,1,0.00,68.04
"Standard Class",Consumer,"United States","Citrus Heights",California,95610,West,Furniture,Furnishings,129.39,3,0.00,54.34
"Standard Class",Consumer,"United States","Los Angeles",California,90045,West,Technology,Phones,666.34,7,0.20,66.63
"Standard Class",Consumer,"United States","Los Angeles",California,90045,West,Technology,Machines,447.97,4,0.20,139.99
"Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Envelopes,167.86,2,0.00,78.89
"Standard Class","Home Office","United States","Los Angeles",California,90049,West,"Office Supplies",Paper,113.82,3,0.00,53.50
"Standard Class",Consumer,"United States",Arlington,Virginia,22204,South,"Office Supplies",Storage,544.38,3,0.00,157.87
"First Class",Consumer,"United States","San Francisco",California,94110,West,Technology,Accessories,199.96,4,0.00,85.98
"Standard Class",Consumer,"United States","New Rochelle","New York",10801,East,Furniture,Chairs,631.78,2,0.10,140.40
"First Class",Corporate,"United States",Warwick,"Rhode Island",2886,East,"Office Supplies",Paper,111.96,2,0.00,54.86
"Second Class",Consumer,"United States",Fargo,"North Dakota",58103,Central,"Office Supplies",Storage,704.76,4,0.00,162.09
"Standard Class","Home Office","United States",Lawrence,Indiana,46226,Central,"Office Supplies",Binders,104.90,5,0.00,50.35
"Standard Class","Home Office","United States","San Gabriel",California,91776,West,Furniture,Furnishings,303.25,5,0.00,63.68
"Standard Class","Home Office","United States","San Gabriel",California,91776,West,"Office Supplies",Appliances,270.72,3,0.00,78.51
"Standard Class","Home Office","United States","San Gabriel",California,91776,West,Furniture,Chairs,1487.04,5,0.20,148.70
"Same Day",Consumer,"United States",Columbia,Maryland,21044,East,"Office Supplies",Envelopes,199.90,5,0.00,89.96
"Standard Class",Corporate,"United States",Columbus,Indiana,47201,Central,"Office Supplies",Paper,314.55,3,0.00,150.98
"First Class",Consumer,"United States","New York City","New York",10024,East,Technology,Phones,617.97,3,0.00,160.67
"Standard Class",Corporate,"United States",Lawrence,Massachusetts,1841,East,"Office Supplies",Binders,387.99,1,0.00,182.36
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Technology,Phones,575.92,2,0.20,71.99
"First Class",Corporate,"United States","Sandy Springs",Georgia,30328,South,Furniture,Bookcases,302.94,3,0.00,75.74
"First Class",Corporate,"United States","Sandy Springs",Georgia,30328,South,"Office Supplies",Binders,113.94,6,0.00,54.69
"Second Class",Consumer,"United States",Henderson,Kentucky,42420,South,Furniture,Tables,842.94,3,0.00,160.16
"Standard Class",Consumer,"United States",Westland,Michigan,48185,Central,"Office Supplies",Storage,965.85,5,0.00,135.22
"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,"Office Supplies",Envelopes,186.69,3,0.00,87.74
"Standard Class",Consumer,"United States","San Jose",California,95123,West,"Office Supplies",Paper,244.55,5,0.00,114.94
"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Envelopes,167.96,2,0.00,78.94
"Same Day","Home Office","United States",Mentor,Ohio,44060,East,Technology,Accessories,239.98,3,0.20,65.99
"Same Day",Consumer,"United States",Lawton,Oklahoma,73505,Central,Furniture,Tables,248.98,2,0.00,54.78
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Paper,116.28,3,0.00,56.98
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Paper,314.55,3,0.00,150.98
"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,Technology,Copiers,659.99,2,0.40,110.00
"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,Furniture,Bookcases,917.92,9,0.15,75.59
"Standard Class","Home Office","United States","Los Angeles",California,90045,West,"Office Supplies",Appliances,361.96,2,0.00,101.35
"Standard Class","Home Office","United States","Los Angeles",California,90045,West,Technology,Phones,818.38,3,0.20,51.15
"Second Class",Consumer,"United States",Hampton,Virginia,23666,South,Furniture,Chairs,290.98,1,0.00,75.65
"Standard Class",Corporate,"United States",Jacksonville,Florida,32216,South,"Office Supplies",Storage,1347.52,8,0.20,84.22
"Standard Class","Home Office","United States",Rome,"New York",13440,East,Technology,Phones,269.98,2,0.00,67.50
"First Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Chairs,408.01,2,0.10,72.53
"First Class",Consumer,"United States","Oklahoma City",Oklahoma,73120,Central,"Office Supplies",Envelopes,325.86,2,0.00,149.90
"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,Technology,Phones,537.54,7,0.20,53.75
"Second Class",Corporate,"United States","Los Angeles",California,90049,West,"Office Supplies",Envelopes,271.44,3,0.00,122.15
"Second Class","Home Office","United States",Wichita,Kansas,67212,Central,"Office Supplies",Binders,127.96,2,0.00,60.14
"Standard Class","Home Office","United States","Los Angeles",California,90036,West,Technology,Copiers,479.98,2,0.20,90.00
"Standard Class","Home Office","United States",Jackson,Michigan,49201,Central,Technology,Phones,657.93,7,0.00,184.22
"Standard Class","Home Office","United States",Hampton,Virginia,23666,South,"Office Supplies",Binders,113.10,3,0.00,56.55
"Standard Class",Corporate,"United States",Hattiesburg,Mississippi,39401,South,Technology,Accessories,239.70,6,0.00,105.47
"Standard Class","Home Office","United States",Baltimore,Maryland,21215,East,"Office Supplies",Envelopes,137.25,9,0.00,63.14
"Second Class","Home Office","United States",Jacksonville,"North Carolina",28540,South,"Office Supplies",Paper,153.73,4,0.20,53.80
"Second Class","Home Office","United States",Jacksonville,"North Carolina",28540,South,Technology,Accessories,167.94,7,0.20,50.38
"Standard Class",Consumer,"United States",Rochester,"New York",14609,East,"Office Supplies",Storage,535.41,3,0.00,160.62
"Standard Class","Home Office","United States",Everett,Massachusetts,2149,East,Technology,Phones,589.90,2,0.00,147.48
"Standard Class","Home Office","United States",Everett,Massachusetts,2149,East,Furniture,Chairs,542.94,3,0.00,141.16
"Standard Class",Consumer,"United States",Columbia,Tennessee,38401,South,"Office Supplies",Paper,177.54,4,0.20,62.14
"Standard Class","Home Office","United States","New York City","New York",10009,East,Furniture,Chairs,434.65,3,0.10,62.78
"Standard Class","Home Office","United States","San Francisco",California,94110,West,"Office Supplies",Paper,244.55,5,0.00,114.94
"Standard Class","Home Office","United States","San Francisco",California,94110,West,"Office Supplies",Paper,195.76,4,0.00,97.88
"Standard Class",Consumer,"United States",Detroit,Michigan,48205,Central,"Office Supplies",Appliances,283.14,4,0.10,72.36
"Standard Class",Consumer,"United States",Detroit,Michigan,48205,Central,Technology,Phones,635.96,4,0.00,165.35
"Same Day",Consumer,"United States",Raleigh,"North Carolina",27604,South,Technology,Phones,863.93,9,0.20,86.39
"Standard Class",Consumer,"United States",Richmond,Indiana,47374,Central,Technology,Phones,440.91,9,0.00,123.45
"First Class",Consumer,"United States",Tucson,Arizona,85705,West,"Office Supplies",Paper,221.92,5,0.20,77.67
"Same Day",Consumer,"United States",Detroit,Michigan,48205,Central,Furniture,Chairs,546.66,9,0.00,136.67
"Second Class","Home Office","United States",Seattle,Washington,98115,West,Furniture,Tables,521.96,2,0.00,88.73
"Standard Class","Home Office","United States",Apopka,Florida,32712,South,"Office Supplies",Appliances,671.54,3,0.20,50.37
"Second Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Storage,1117.92,4,0.00,55.90
"Second Class",Consumer,"United States","San Diego",California,92105,West,"Office Supplies",Paper,212.64,6,0.00,99.94
"Standard Class",Corporate,"United States","New York City","New York",10035,East,Furniture,Chairs,658.75,3,0.10,146.39
"Same Day",Consumer,"United States",Rochester,Minnesota,55901,Central,"Office Supplies",Storage,221.16,4,0.00,57.50
"Same Day",Consumer,"United States",Rochester,Minnesota,55901,Central,"Office Supplies",Binders,127.96,2,0.00,62.70
"First Class",Corporate,"United States",Spokane,Washington,99207,West,Technology,Machines,837.60,3,0.20,62.82
"Standard Class",Consumer,"United States","Chula Vista",California,91911,West,"Office Supplies",Envelopes,182.94,3,0.00,85.98
"Second Class",Consumer,"United States",Avondale,Arizona,85323,West,Technology,Phones,742.34,8,0.20,83.51
"Standard Class",Consumer,"United States",Wichita,Kansas,67212,Central,"Office Supplies",Paper,279.90,5,0.00,137.15
"First Class",Consumer,"United States","Eau Claire",Wisconsin,54703,Central,"Office Supplies",Paper,195.64,4,0.00,91.95
"First Class",Consumer,"United States","Eau Claire",Wisconsin,54703,Central,Technology,Phones,239.90,2,0.00,71.97
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1199.98,4,0.40,180.00
"Standard Class",Consumer,"United States",Wausau,Wisconsin,54401,Central,"Office Supplies",Appliances,245.88,6,0.00,68.85
"Standard Class",Consumer,"United States",Pasco,Washington,99301,West,Furniture,Chairs,975.92,5,0.20,121.99
"Standard Class",Consumer,"United States",Pasco,Washington,99301,West,"Office Supplies",Art,303.84,8,0.00,91.15
"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,Furniture,Furnishings,464.85,9,0.00,92.97
"Standard Class",Consumer,"United States","New York City","New York",10024,East,Technology,Phones,239.97,3,0.00,67.19
"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,Furniture,Chairs,2404.70,6,0.20,150.29
"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,"Office Supplies",Binders,563.02,11,0.20,190.02
"Standard Class",Corporate,"United States",Lancaster,Pennsylvania,17602,East,"Office Supplies",Paper,229.54,7,0.20,83.21
"Standard Class",Consumer,"United States",Anaheim,California,92804,West,"Office Supplies",Binders,171.20,5,0.20,64.20
"Standard Class",Corporate,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Paper,114.20,5,0.00,52.53
"Second Class",Corporate,"United States",Marietta,Georgia,30062,South,Furniture,Chairs,182.67,3,0.00,52.97
"Second Class",Corporate,"United States",Marietta,Georgia,30062,South,"Office Supplies",Storage,1126.02,3,0.00,56.30
"Standard Class",Corporate,"United States",Seattle,Washington,98103,West,"Office Supplies",Storage,1117.92,4,0.00,55.90
"Standard Class",Corporate,"United States",Anaheim,California,92804,West,"Office Supplies",Storage,481.32,4,0.00,125.14
"Standard Class",Corporate,"United States",Gaithersburg,Maryland,20877,East,Technology,Phones,231.98,2,0.00,67.27
"Standard Class",Consumer,"United States",Wilmington,Delaware,19805,East,Furniture,Bookcases,283.92,4,0.00,82.34
"Second Class",Corporate,"United States",Columbia,Tennessee,38401,South,Technology,Phones,467.04,4,0.20,58.38
"Second Class","Home Office","United States",Providence,"Rhode Island",2908,East,Technology,Accessories,199.98,2,0.00,83.99
"Second Class",Corporate,"United States",Jacksonville,Florida,32216,South,Technology,Accessories,717.12,9,0.20,152.39
"Standard Class","Home Office","United States","Colorado Springs",Colorado,80906,West,Furniture,Chairs,1325.76,6,0.20,149.15
"Standard Class","Home Office","United States","San Francisco",California,94110,West,Technology,Phones,689.41,4,0.20,77.56
"Same Day","Home Office","United States","Newport News",Virginia,23602,South,"Office Supplies",Paper,191.60,4,0.00,91.97
"First Class",Consumer,"United States","Los Angeles",California,90008,West,Technology,Accessories,772.47,3,0.00,146.77
"Standard Class",Consumer,"United States","San Diego",California,92037,West,Technology,Accessories,772.47,3,0.00,146.77
"Standard Class",Consumer,"United States","Oklahoma City",Oklahoma,73120,Central,Technology,Phones,461.97,3,0.00,133.97
"Standard Class",Consumer,"United States","Oklahoma City",Oklahoma,73120,Central,"Office Supplies",Appliances,137.62,2,0.00,60.55
"Standard Class",Consumer,"United States","Oklahoma City",Oklahoma,73120,Central,Furniture,Chairs,302.67,3,0.00,72.64
"Second Class",Consumer,"United States",Chicago,Illinois,60653,Central,Technology,Accessories,239.98,3,0.20,53.99
"Standard Class",Corporate,"United States",Seattle,Washington,98115,West,Furniture,Tables,653.55,3,0.00,111.10
"Second Class",Consumer,"United States",Naperville,Illinois,60540,Central,Technology,Accessories,239.96,5,0.20,83.99
"First Class",Corporate,"United States",Wilmington,Delaware,19805,East,Technology,Phones,716.00,2,0.00,193.32
"First Class",Corporate,"United States",Wilmington,Delaware,19805,East,"Office Supplies",Binders,221.06,7,0.00,103.90
"Second Class",Consumer,"United States","Los Angeles",California,90036,West,Furniture,Furnishings,467.46,9,0.00,191.66
"Second Class",Consumer,"United States","Los Angeles",California,90036,West,"Office Supplies",Storage,720.76,4,0.00,187.40
"Same Day",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Paper,195.64,4,0.00,91.95
"Second Class",Consumer,"United States",Dallas,Texas,75217,Central,Technology,Accessories,398.40,5,0.20,84.66
"Second Class",Consumer,"United States",Georgetown,Kentucky,40324,South,Technology,Phones,699.98,2,0.00,195.99
"Second Class",Consumer,"United States",Georgetown,Kentucky,40324,South,"Office Supplies",Storage,584.82,9,0.00,70.18
"Standard Class",Consumer,"United States",Minneapolis,Minnesota,55407,Central,Technology,Phones,377.97,3,0.00,105.83
"First Class",Consumer,"United States",Wilmington,Delaware,19805,East,Technology,Phones,391.98,2,0.00,113.67
"Standard Class",Consumer,"United States",Burlington,"North Carolina",27217,South,Technology,Accessories,383.98,3,0.20,81.59
"Standard Class","Home Office","United States",Trenton,Michigan,48183,Central,Technology,Phones,299.98,2,0.00,83.99
"Same Day",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Appliances,601.30,2,0.00,198.43
"Same Day",Consumer,"United States","New York City","New York",10009,East,Technology,Phones,287.97,3,0.00,80.63
"Standard Class","Home Office","United States",Chandler,Arizona,85224,West,Furniture,Chairs,842.38,3,0.20,105.30
"Second Class","Home Office","United States",Chicago,Illinois,60653,Central,Technology,Phones,1001.58,2,0.20,125.20
"Standard Class",Consumer,"United States",Midland,Michigan,48640,Central,Furniture,Chairs,563.94,3,0.00,112.79
"Standard Class",Consumer,"United States",Midland,Michigan,48640,Central,"Office Supplies",Storage,535.41,3,0.00,160.62
"Second Class",Corporate,"United States",Detroit,Michigan,48205,Central,"Office Supplies",Paper,144.12,3,0.00,69.18
"Second Class",Corporate,"United States",Detroit,Michigan,48205,Central,"Office Supplies",Paper,314.55,3,0.00,150.98
"Standard Class",Consumer,"United States",Kent,Washington,98031,West,"Office Supplies",Envelopes,158.13,3,0.00,77.48
"Standard Class",Corporate,"United States",Newark,Delaware,19711,East,"Office Supplies",Storage,465.18,3,0.00,120.95
"Same Day",Consumer,"United States",Detroit,Michigan,48205,Central,Furniture,Chairs,498.26,7,0.00,134.53
"Standard Class","Home Office","United States",Detroit,Michigan,48234,Central,Furniture,Bookcases,212.94,3,0.00,57.49
"Second Class","Home Office","United States",Springfield,Missouri,65807,Central,"Office Supplies",Appliances,706.86,7,0.00,197.92
"Second Class",Consumer,"United States","Los Angeles",California,90036,West,"Office Supplies",Paper,166.44,3,0.00,79.89
"Standard Class",Consumer,"United States","New York City","New York",10011,East,"Office Supplies",Binders,186.14,6,0.20,60.50
"Standard Class",Corporate,"United States",Texarkana,Arkansas,71854,South,Furniture,Chairs,605.34,6,0.00,145.28
"Standard Class",Consumer,"United States",Columbia,Maryland,21044,East,Furniture,Furnishings,164.22,3,0.00,50.91
"First Class",Consumer,"United States","Virginia Beach",Virginia,23464,South,"Office Supplies",Appliances,182.91,3,0.00,53.04
"First Class",Corporate,"United States",Seattle,Washington,98103,West,"Office Supplies",Paper,167.94,3,0.00,82.29
"Same Day",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Appliances,406.60,5,0.00,113.85
"Second Class",Consumer,"United States",Burlington,Vermont,5408,East,Furniture,Chairs,715.20,3,0.00,178.80
"Standard Class",Corporate,"United States",Fayetteville,Arkansas,72701,South,Technology,Accessories,159.80,4,0.00,70.31
"Standard Class","Home Office","United States","San Francisco",California,94122,West,"Office Supplies",Paper,163.96,4,0.00,80.34
"Standard Class",Consumer,"United States",Houston,Texas,77036,Central,"Office Supplies",Paper,182.11,6,0.20,61.46
"Standard Class",Consumer,"United States",Yonkers,"New York",10701,East,Technology,Phones,543.92,8,0.00,135.98
"Standard Class",Corporate,"United States",Oceanside,"New York",11572,East,"Office Supplies",Storage,296.37,3,0.00,80.02
"Standard Class",Corporate,"United States",Scottsdale,Arizona,85254,West,"Office Supplies",Paper,307.78,7,0.20,111.57
"Second Class",Consumer,"United States",Oceanside,"New York",11572,East,Technology,Accessories,899.95,5,0.00,54.00
"First Class",Corporate,"United States",Dallas,Texas,75217,Central,"Office Supplies",Storage,720.76,5,0.20,54.06
"Standard Class",Corporate,"United States","Oak Park",Michigan,48237,Central,Furniture,Furnishings,273.96,2,0.00,71.23
"Standard Class",Corporate,"United States","Oak Park",Michigan,48237,Central,Furniture,Furnishings,306.90,3,0.00,79.79
"First Class",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Envelopes,348.49,7,0.20,117.61
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Technology,Phones,545.92,14,0.40,72.79
"Standard Class",Corporate,"United States",Wilmington,Delaware,19805,East,"Office Supplies",Binders,213.08,7,0.00,102.28
"Standard Class",Consumer,"United States","Los Angeles",California,90045,West,Technology,Phones,445.96,5,0.20,55.75
"First Class",Consumer,"United States",Wichita,Kansas,67212,Central,Technology,Phones,224.75,5,0.00,62.93
"First Class",Consumer,"United States","Los Angeles",California,90045,West,Furniture,Furnishings,111.90,6,0.00,51.47
"Standard Class","Home Office","United States","Los Angeles",California,90008,West,Technology,Accessories,270.00,3,0.00,97.20
"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Binders,588.78,2,0.20,184.00
"Standard Class",Corporate,"United States","New York City","New York",10035,East,Technology,Accessories,249.95,5,0.00,87.48
"Standard Class","Home Office","United States",Olathe,Kansas,66062,Central,"Office Supplies",Binders,331.96,2,0.00,149.38
"Second Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Tables,1478.27,8,0.20,92.39
"First Class","Home Office","United States","San Diego",California,92105,West,Furniture,Chairs,585.55,3,0.20,73.19
"Standard Class",Consumer,"United States",Newark,Delaware,19711,East,"Office Supplies",Binders,128.40,3,0.00,62.92
"Standard Class",Corporate,"United States","San Diego",California,92105,West,Technology,Accessories,239.96,4,0.00,115.18
"Second Class",Consumer,"United States","New York City","New York",10024,East,Furniture,Chairs,664.15,6,0.10,88.55
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Furnishings,145.90,5,0.00,62.74
"First Class",Consumer,"United States","Little Rock",Arkansas,72209,South,Technology,Accessories,179.94,6,0.00,75.57
"First Class",Consumer,"United States","Little Rock",Arkansas,72209,South,Technology,Accessories,323.37,3,0.00,129.35
"Standard Class",Consumer,"United States",Pasadena,California,91104,West,Furniture,Furnishings,383.64,6,0.00,122.76
"Standard Class","Home Office","United States","New York City","New York",10011,East,Technology,Phones,546.06,3,0.00,163.82
"Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Storage,352.38,2,0.00,81.05
"Same Day",Corporate,"United States",Lawrence,Massachusetts,1841,East,Technology,Phones,391.98,2,0.00,109.75
"Same Day",Corporate,"United States",Lawrence,Massachusetts,1841,East,Technology,Phones,437.85,3,0.00,131.36
"Standard Class",Corporate,"United States","La Crosse",Wisconsin,54601,Central,Technology,Accessories,499.95,5,0.00,174.98
"Standard Class",Corporate,"United States","La Crosse",Wisconsin,54601,Central,Furniture,Chairs,201.96,2,0.00,50.49
"Standard Class",Consumer,"United States",Chesapeake,Virginia,23320,South,Technology,Accessories,234.45,3,0.00,103.16
"Standard Class",Consumer,"United States",Chesapeake,Virginia,23320,South,Furniture,Tables,1256.22,6,0.00,75.37
"First Class","Home Office","United States","Ann Arbor",Michigan,48104,Central,"Office Supplies",Binders,152.80,5,0.00,76.40
"Standard Class","Home Office","United States","La Mesa",California,91941,West,Technology,Accessories,284.97,3,0.00,85.49
"Standard Class",Consumer,"United States","San Diego",California,92024,West,Furniture,Chairs,1325.76,6,0.20,149.15
"Standard Class",Corporate,"United States",Alexandria,Virginia,22304,South,Furniture,Furnishings,192.22,14,0.00,69.20
"Standard Class",Consumer,"United States",Seattle,Washington,98103,West,Technology,Accessories,389.97,3,0.00,132.59
"Second Class",Consumer,"United States",Pocatello,Idaho,83201,West,Furniture,Furnishings,355.36,4,0.00,92.39
"Standard Class","Home Office","United States",Holland,Michigan,49423,Central,"Office Supplies",Paper,109.92,2,0.00,53.86
"Standard Class",Corporate,"United States",Baltimore,Maryland,21215,East,Furniture,Chairs,542.94,3,0.00,141.16
"Second Class",Corporate,"United States","Ann Arbor",Michigan,48104,Central,Technology,Accessories,619.95,5,0.00,111.59
"Standard Class",Corporate,"United States",Houston,Texas,77095,Central,Technology,Phones,946.34,7,0.20,118.29
"First Class",Corporate,"United States",Milford,Connecticut,6460,East,Furniture,Bookcases,638.82,9,0.00,185.26
"First Class",Corporate,"United States",Fairfield,California,94533,West,Technology,Machines,532.72,2,0.20,53.27
"Same Day","Home Office","United States","Los Angeles",California,90032,West,"Office Supplies",Storage,481.32,4,0.00,125.14
"First Class",Consumer,"United States","Lake Forest",California,92630,West,"Office Supplies",Appliances,542.94,3,0.00,152.02
"Standard Class",Consumer,"United States","San Francisco",California,94109,West,"Office Supplies",Paper,104.85,1,0.00,50.33
"Standard Class",Corporate,"United States","San Diego",California,92037,West,Technology,Phones,1487.98,3,0.20,186.00
"Same Day",Consumer,"United States",Utica,"New York",13501,East,Technology,Phones,279.96,4,0.00,78.39
"Standard Class",Consumer,"United States",Richmond,Indiana,47374,Central,Furniture,Tables,581.96,2,0.00,104.75
"Standard Class",Consumer,"United States","San Diego",California,92105,West,Technology,Accessories,519.96,4,0.00,176.79
"Standard Class",Consumer,"United States","San Diego",California,92105,West,Technology,Phones,415.97,4,0.20,52.00
"Standard Class",Consumer,"United States","San Diego",California,92105,West,"Office Supplies",Storage,777.21,7,0.00,54.40
"Standard Class","Home Office","United States",Roseville,Minnesota,55113,Central,"Office Supplies",Appliances,715.64,2,0.00,178.91
